fecha,día,mes,año,casosConfirmados,casosDiarios,fallecimientos,nuevosFallecimientos,provincia,región
13/3/2020,13,3,2020,0,0,0,0,Azuay,Sierra
14/3/2020,14,3,2020,1,1,0,0,Azuay,Sierra
15/3/2020,15,3,2020,1,0,0,0,Azuay,Sierra
16/3/2020,16,3,2020,1,0,0,0,Azuay,Sierra
17/3/2020,17,3,2020,5,4,0,0,Azuay,Sierra
18/3/2020,18,3,2020,5,0,0,0,Azuay,Sierra
19/3/2020,19,3,2020,14,9,0,0,Azuay,Sierra
20/3/2020,20,3,2020,18,4,0,0,Azuay,Sierra
21/3/2020,21,3,2020,19,1,0,0,Azuay,Sierra
22/3/2020,22,3,2020,19,0,0,0,Azuay,Sierra
23/3/2020,23,3,2020,23,4,0,0,Azuay,Sierra
24/3/2020,24,3,2020,28,5,0,0,Azuay,Sierra
25/3/2020,25,3,2020,31,3,0,0,Azuay,Sierra
26/3/2020,26,3,2020,37,6,0,0,Azuay,Sierra
27/3/2020,27,3,2020,42,5,0,0,Azuay,Sierra
28/3/2020,28,3,2020,42,0,0,0,Azuay,Sierra
29/3/2020,29,3,2020,53,11,1,1,Azuay,Sierra
30/3/2020,30,3,2020,57,4,1,0,Azuay,Sierra
31/3/2020,31,3,2020,78,21,2,1,Azuay,Sierra
1/4/2020,1,4,2020,94,16,3,1,Azuay,Sierra
2/4/2020,2,4,2020,99,5,4,1,Azuay,Sierra
3/4/2020,3,4,2020,99,0,5,1,Azuay,Sierra
4/4/2020,4,4,2020,99,0,5,0,Azuay,Sierra
5/4/2020,5,4,2020,99,0,5,0,Azuay,Sierra
6/4/2020,6,4,2020,100,1,5,0,Azuay,Sierra
7/4/2020,7,4,2020,100,0,6,1,Azuay,Sierra
8/4/2020,8,4,2020,107,7,6,0,Azuay,Sierra
9/4/2020,9,4,2020,116,9,6,0,Azuay,Sierra
10/4/2020,10,4,2020,151,35,6,0,Azuay,Sierra
11/4/2020,11,4,2020,154,3,6,0,Azuay,Sierra
12/4/2020,12,4,2020,178,24,7,1,Azuay,Sierra
13/4/2020,13,4,2020,182,4,7,0,Azuay,Sierra
14/4/2020,14,4,2020,192,10,7,0,Azuay,Sierra
15/4/2020,15,4,2020,200,8,7,0,Azuay,Sierra
16/4/2020,16,4,2020,205,5,11,4,Azuay,Sierra
17/4/2020,17,4,2020,207,2,11,0,Azuay,Sierra
18/4/2020,18,4,2020,217,10,11,0,Azuay,Sierra
19/4/2020,19,4,2020,223,6,11,0,Azuay,Sierra
20/4/2020,20,4,2020,232,9,11,0,Azuay,Sierra
21/4/2020,21,4,2020,247,15,11,0,Azuay,Sierra
22/4/2020,22,4,2020,273,26,11,0,Azuay,Sierra
23/4/2020,23,4,2020,285,12,11,0,Azuay,Sierra
27/4/2020,27,4,2020,314,29,11,0,Azuay,Sierra
28/4/2020,28,4,2020,426,112,15,4,Azuay,Sierra
29/4/2020,29,4,2020,432,6,15,0,Azuay,Sierra
30/4/2020,30,4,2020,460,28,15,0,Azuay,Sierra
1/5/2020,1,5,2020,490,30,16,1,Azuay,Sierra
2/5/2020,2,5,2020,505,15,16,0,Azuay,Sierra
6/5/2020,6,5,2020,519,14,18,2,Azuay,Sierra
7/5/2020,7,5,2020,561,42,22,4,Azuay,Sierra
8/5/2020,8,5,2020,565,4,22,0,Azuay,Sierra
9/5/2020,9,5,2020,565,0,22,0,Azuay,Sierra
10/5/2020,10,5,2020,569,4,24,2,Azuay,Sierra
12/5/2020,12,5,2020,576,7,25,1,Azuay,Sierra
13/5/2020,13,5,2020,579,3,25,0,Azuay,Sierra
14/5/2020,14,5,2020,583,4,25,0,Azuay,Sierra
15/5/2020,15,5,2020,657,74,27,2,Azuay,Sierra
16/5/2020,16,5,2020,671,14,29,2,Azuay,Sierra
17/5/2020,17,5,2020,693,22,29,0,Azuay,Sierra
18/5/2020,18,5,2020,700,7,29,0,Azuay,Sierra
19/5/2020,19,5,2020,730,30,29,0,Azuay,Sierra
20/5/2020,20,5,2020,766,36,30,1,Azuay,Sierra
21/5/2020,21,5,2020,775,9,31,1,Azuay,Sierra
22/5/2020,22,5,2020,782,7,33,2,Azuay,Sierra
23/5/2020,23,5,2020,793,11,33,0,Azuay,Sierra
24/5/2020,24,5,2020,797,4,33,0,Azuay,Sierra
25/5/2020,25,5,2020,799,2,33,0,Azuay,Sierra
26/5/2020,26,5,2020,816,17,33,0,Azuay,Sierra
27/5/2020,27,5,2020,819,3,33,0,Azuay,Sierra
28/5/2020,28,5,2020,825,6,33,0,Azuay,Sierra
29/5/2020,29,5,2020,847,22,33,0,Azuay,Sierra
30/5/2020,30,5,2020,869,22,33,0,Azuay,Sierra
31/5/2020,31,5,2020,869,0,33,0,Azuay,Sierra
1/6/2020,1,6,2020,881,12,33,0,Azuay,Sierra
2/6/2020,2,6,2020,900,19,33,0,Azuay,Sierra
3/6/2020,3,6,2020,930,30,36,3,Azuay,Sierra
4/6/2020,4,6,2020,956,26,36,0,Azuay,Sierra
5/6/2020,5,6,2020,987,31,36,0,Azuay,Sierra
6/6/2020,6,6,2020,1015,28,36,0,Azuay,Sierra
7/6/2020,7,6,2020,1030,15,36,0,Azuay,Sierra
8/6/2020,8,6,2020,1043,13,36,0,Azuay,Sierra
9/6/2020,9,6,2020,1090,47,38,2,Azuay,Sierra
10/6/2020,10,6,2020,1108,18,41,3,Azuay,Sierra
11/6/2020,11,6,2020,1160,52,41,0,Azuay,Sierra
12/6/2020,12,6,2020,1192,32,41,0,Azuay,Sierra
13/6/2020,13,6,2020,1232,40,41,0,Azuay,Sierra
14/6/2020,14,6,2020,1249,17,41,0,Azuay,Sierra
15/6/2020,15,6,2020,1262,13,41,0,Azuay,Sierra
16/6/2020,16,6,2020,1281,19,41,0,Azuay,Sierra
17/6/2020,17,6,2020,1294,13,44,3,Azuay,Sierra
18/6/2020,18,6,2020,1349,55,47,3,Azuay,Sierra
19/6/2020,19,6,2020,1361,12,47,0,Azuay,Sierra
20/6/2020,20,6,2020,1375,14,47,0,Azuay,Sierra
21/6/2020,21,6,2020,1414,39,47,0,Azuay,Sierra
22/6/2020,22,6,2020,1424,10,48,1,Azuay,Sierra
23/6/2020,23,6,2020,1475,51,48,0,Azuay,Sierra
24/6/2020,24,6,2020,1516,41,48,0,Azuay,Sierra
25/6/2020,25,6,2020,1551,35,50,2,Azuay,Sierra
26/6/2020,26,6,2020,1598,47,50,0,Azuay,Sierra
27/6/2020,27,6,2020,1656,58,50,0,Azuay,Sierra
28/6/2020,28,6,2020,1677,21,50,0,Azuay,Sierra
29/6/2020,29,6,2020,1752,75,50,0,Azuay,Sierra
30/6/2020,30,6,2020,1762,10,50,0,Azuay,Sierra
1/7/2020,1,7,2020,1791,29,52,2,Azuay,Sierra
2/7/2020,2,7,2020,1843,52,60,8,Azuay,Sierra
3/7/2020,3,7,2020,1889,46,65,5,Azuay,Sierra
4/7/2020,4,7,2020,1917,28,66,1,Azuay,Sierra
5/7/2020,5,7,2020,1935,18,66,0,Azuay,Sierra
6/7/2020,6,7,2020,1993,58,66,0,Azuay,Sierra
7/7/2020,7,7,2020,2011,18,69,3,Azuay,Sierra
8/7/2020,8,7,2020,2063,52,69,0,Azuay,Sierra
9/7/2020,9,7,2020,2099,36,69,0,Azuay,Sierra
10/7/2020,10,7,2020,2190,91,69,0,Azuay,Sierra
11/7/2020,11,7,2020,2231,41,69,0,Azuay,Sierra
12/7/2020,12,7,2020,2262,31,69,0,Azuay,Sierra
13/7/2020,13,7,2020,2336,74,69,0,Azuay,Sierra
14/7/2020,14,7,2020,2363,27,69,0,Azuay,Sierra
15/7/2020,15,7,2020,2401,38,70,1,Azuay,Sierra
16/7/2020,16,7,2020,2463,62,70,0,Azuay,Sierra
17/7/2020,17,7,2020,2510,47,70,0,Azuay,Sierra
18/7/2020,18,7,2020,2590,80,70,0,Azuay,Sierra
19/7/2020,19,7,2020,2651,61,70,0,Azuay,Sierra
20/7/2020,20,7,2020,2662,11,70,0,Azuay,Sierra
21/7/2020,21,7,2020,2681,19,70,0,Azuay,Sierra
22/7/2020,22,7,2020,2805,124,70,0,Azuay,Sierra
23/7/2020,23,7,2020,2856,51,70,0,Azuay,Sierra
24/7/2020,24,7,2020,2933,77,71,1,Azuay,Sierra
25/7/2020,25,7,2020,2986,53,71,0,Azuay,Sierra
26/7/2020,26,7,2020,3013,27,71,0,Azuay,Sierra
27/7/2020,27,7,2020,3033,20,71,0,Azuay,Sierra
28/7/2020,28,7,2020,3076,43,71,0,Azuay,Sierra
29/7/2020,29,7,2020,3106,30,71,0,Azuay,Sierra
30/7/2020,30,7,2020,3185,79,71,0,Azuay,Sierra
31/7/2020,31,7,2020,3326,141,72,1,Azuay,Sierra
1/8/2020,1,8,2020,3439,113,72,0,Azuay,Sierra
2/8/2020,2,8,2020,3469,30,72,0,Azuay,Sierra
3/8/2020,3,8,2020,3534,65,72,0,Azuay,Sierra
4/8/2020,4,8,2020,3604,70,91,19,Azuay,Sierra
5/8/2020,5,8,2020,3740,136,93,2,Azuay,Sierra
6/8/2020,6,8,2020,3792,52,93,0,Azuay,Sierra
7/8/2020,7,8,2020,3876,84,93,0,Azuay,Sierra
8/8/2020,8,8,2020,3974,98,93,0,Azuay,Sierra
9/8/2020,9,8,2020,4008,34,93,0,Azuay,Sierra
10/8/2020,10,8,2020,4026,18,93,0,Azuay,Sierra
11/8/2020,11,8,2020,4046,20,93,0,Azuay,Sierra
12/8/2020,12,8,2020,4055,9,93,0,Azuay,Sierra
13/8/2020,13,8,2020,4149,94,93,0,Azuay,Sierra
14/8/2020,14,8,2020,4244,95,95,2,Azuay,Sierra
15/8/2020,15,8,2020,4306,62,95,0,Azuay,Sierra
16/8/2020,16,8,2020,4346,40,95,0,Azuay,Sierra
17/8/2020,17,8,2020,4350,4,95,0,Azuay,Sierra
18/8/2020,18,8,2020,4412,62,95,0,Azuay,Sierra
19/8/2020,19,8,2020,4479,67,95,0,Azuay,Sierra
20/8/2020,20,8,2020,4608,129,102,7,Azuay,Sierra
21/8/2020,21,8,2020,4636,28,102,0,Azuay,Sierra
22/8/2020,22,8,2020,4731,95,102,0,Azuay,Sierra
23/8/2020,23,8,2020,4777,46,102,0,Azuay,Sierra
24/8/2020,24,8,2020,4826,49,102,0,Azuay,Sierra
25/8/2020,25,8,2020,4891,65,102,0,Azuay,Sierra
26/8/2020,26,8,2020,5064,173,104,2,Azuay,Sierra
27/8/2020,27,8,2020,5118,54,104,0,Azuay,Sierra
28/8/2020,28,8,2020,5281,163,117,13,Azuay,Sierra
29/8/2020,29,8,2020,5361,80,117,0,Azuay,Sierra
30/8/2020,30,8,2020,5454,93,117,0,Azuay,Sierra
31/8/2020,31,8,2020,5454,0,117,0,Azuay,Sierra
1/9/2020,1,9,2020,5483,29,117,0,Azuay,Sierra
2/9/2020,2,9,2020,5699,216,118,1,Azuay,Sierra
3/9/2020,3,9,2020,5878,179,118,0,Azuay,Sierra
4/9/2020,4,9,2020,6121,243,124,6,Azuay,Sierra
5/9/2020,5,9,2020,6291,170,124,0,Azuay,Sierra
6/9/2020,6,9,2020,6453,162,133,9,Azuay,Sierra
7/9/2020,7,9,2020,6465,12,133,0,Azuay,Sierra
8/9/2020,8,9,2020,6599,134,133,0,Azuay,Sierra
9/9/2020,9,9,2020,6746,147,133,0,Azuay,Sierra
10/9/2020,10,9,2020,6815,69,133,0,Azuay,Sierra
11/9/2020,11,9,2020,6939,124,139,6,Azuay,Sierra
12/9/2020,12,9,2020,7056,117,145,6,Azuay,Sierra
13/9/2020,13,9,2020,7120,64,146,1,Azuay,Sierra
14/9/2020,14,9,2020,7125,5,146,0,Azuay,Sierra
15/9/2020,15,9,2020,7173,48,148,2,Azuay,Sierra
16/9/2020,16,9,2020,7432,259,149,1,Azuay,Sierra
17/9/2020,17,9,2020,7602,170,152,3,Azuay,Sierra
18/9/2020,18,9,2020,7730,128,152,0,Azuay,Sierra
19/9/2020,19,9,2020,7989,259,153,1,Azuay,Sierra
20/9/2020,20,9,2020,8086,97,153,0,Azuay,Sierra
21/9/2020,21,9,2020,8152,66,153,0,Azuay,Sierra
22/9/2020,22,9,2020,8318,166,153,0,Azuay,Sierra
23/9/2020,23,9,2020,8423,105,153,0,Azuay,Sierra
24/9/2020,24,9,2020,8547,124,153,0,Azuay,Sierra
25/9/2020,25,9,2020,8669,122,153,0,Azuay,Sierra
26/9/2020,26,9,2020,8761,92,153,0,Azuay,Sierra
27/9/2020,27,9,2020,8815,54,153,0,Azuay,Sierra
28/9/2020,28,9,2020,8817,2,153,0,Azuay,Sierra
29/9/2020,29,9,2020,8887,70,153,0,Azuay,Sierra
30/9/2020,30,9,2020,8981,94,153,0,Azuay,Sierra
1/10/2020,1,10,2020,9043,62,155,2,Azuay,Sierra
2/10/2020,2,10,2020,9107,64,157,2,Azuay,Sierra
3/10/2020,3,10,2020,9179,72,158,1,Azuay,Sierra
4/10/2020,4,10,2020,9286,107,158,0,Azuay,Sierra
5/10/2020,5,10,2020,9297,11,158,0,Azuay,Sierra
6/10/2020,6,10,2020,9362,65,160,2,Azuay,Sierra
7/10/2020,7,10,2020,9452,90,160,0,Azuay,Sierra
8/10/2020,8,10,2020,9518,66,162,2,Azuay,Sierra
9/10/2020,9,10,2020,9541,23,163,1,Azuay,Sierra
10/10/2020,10,10,2020,9568,27,163,0,Azuay,Sierra
11/10/2020,11,10,2020,9575,7,163,0,Azuay,Sierra
12/10/2020,12,10,2020,9599,24,163,0,Azuay,Sierra
13/10/2020,13,10,2020,9663,64,163,0,Azuay,Sierra
14/10/2020,14,10,2020,9732,69,168,5,Azuay,Sierra
15/10/2020,15,10,2020,9796,64,169,1,Azuay,Sierra
16/10/2020,16,10,2020,9899,103,169,0,Azuay,Sierra
17/10/2020,17,10,2020,9938,39,170,1,Azuay,Sierra
18/10/2020,18,10,2020,9997,59,170,0,Azuay,Sierra
19/10/2020,19,10,2020,10001,4,170,0,Azuay,Sierra
20/10/2020,20,10,2020,10077,76,170,0,Azuay,Sierra
21/10/2020,21,10,2020,10244,167,174,4,Azuay,Sierra
22/10/2020,22,10,2020,10305,61,182,8,Azuay,Sierra
23/10/2020,23,10,2020,10334,29,182,0,Azuay,Sierra
24/10/2020,24,10,2020,10366,32,183,1,Azuay,Sierra
25/10/2020,25,10,2020,10402,36,183,0,Azuay,Sierra
26/10/2020,26,10,2020,10405,3,183,0,Azuay,Sierra
27/10/2020,27,10,2020,10463,58,186,3,Azuay,Sierra
28/10/2020,28,10,2020,10507,44,190,4,Azuay,Sierra
29/10/2020,29,10,2020,10553,46,192,2,Azuay,Sierra
30/10/2020,30,10,2020,10592,39,192,0,Azuay,Sierra
31/10/2020,31,10,2020,10604,12,195,3,Azuay,Sierra
1/11/2020,1,11,2020,10658,54,195,0,Azuay,Sierra
2/11/2020,2,11,2020,10682,24,195,0,Azuay,Sierra
3/11/2020,3,11,2020,10688,6,195,0,Azuay,Sierra
4/11/2020,4,11,2020,10708,20,195,0,Azuay,Sierra
5/11/2020,5,11,2020,10723,15,195,0,Azuay,Sierra
6/11/2020,6,11,2020,10788,65,197,2,Azuay,Sierra
7/11/2020,7,11,2020,10856,68,199,2,Azuay,Sierra
8/11/2020,8,11,2020,10883,27,199,0,Azuay,Sierra
9/11/2020,9,11,2020,10894,11,199,0,Azuay,Sierra
10/11/2020,10,11,2020,10900,6,199,0,Azuay,Sierra
11/11/2020,11,11,2020,10943,43,199,0,Azuay,Sierra
12/11/2020,12,11,2020,10997,54,199,0,Azuay,Sierra
13/11/2020,13,11,2020,11049,52,199,0,Azuay,Sierra
14/11/2020,14,11,2020,11087,38,199,0,Azuay,Sierra
15/11/2020,15,11,2020,11098,11,199,0,Azuay,Sierra
16/11/2020,16,11,2020,11107,9,199,0,Azuay,Sierra
17/11/2020,17,11,2020,11119,12,199,0,Azuay,Sierra
18/11/2020,18,11,2020,11220,101,199,0,Azuay,Sierra
19/11/2020,19,11,2020,11286,66,200,1,Azuay,Sierra
20/11/2020,20,11,2020,11326,40,200,0,Azuay,Sierra
21/11/2020,21,11,2020,11353,27,201,1,Azuay,Sierra
22/11/2020,22,11,2020,11383,30,202,1,Azuay,Sierra
23/11/2020,23,11,2020,11390,7,202,0,Azuay,Sierra
24/11/2020,24,11,2020,11478,88,206,4,Azuay,Sierra
25/11/2020,25,11,2020,11580,102,208,2,Azuay,Sierra
26/11/2020,26,11,2020,11616,36,208,0,Azuay,Sierra
27/11/2020,27,11,2020,11714,98,209,1,Azuay,Sierra
28/11/2020,28,11,2020,11782,68,209,0,Azuay,Sierra
29/11/2020,29,11,2020,11843,61,210,1,Azuay,Sierra
30/11/2020,30,11,2020,11889,46,210,0,Azuay,Sierra
1/12/2020,1,12,2020,11929,40,212,2,Azuay,Sierra
2/12/2020,2,12,2020,12014,85,212,0,Azuay,Sierra
3/12/2020,3,12,2020,12077,63,214,2,Azuay,Sierra
4/12/2020,4,12,2020,12128,51,214,0,Azuay,Sierra
5/12/2020,5,12,2020,12206,78,215,1,Azuay,Sierra
6/12/2020,6,12,2020,12271,65,215,0,Azuay,Sierra
7/12/2020,7,12,2020,12284,13,215,0,Azuay,Sierra
8/12/2020,8,12,2020,12310,26,215,0,Azuay,Sierra
9/12/2020,9,12,2020,12440,130,215,0,Azuay,Sierra
10/12/2020,10,12,2020,12525,85,219,4,Azuay,Sierra
11/12/2020,11,12,2020,12541,16,219,0,Azuay,Sierra
12/12/2020,12,12,2020,12584,43,219,0,Azuay,Sierra
13/12/2020,13,12,2020,12655,71,219,0,Azuay,Sierra
14/12/2020,14,12,2020,12670,15,219,0,Azuay,Sierra
15/12/2020,15,12,2020,12703,33,219,0,Azuay,Sierra
16/12/2020,16,12,2020,12835,132,219,0,Azuay,Sierra
17/12/2020,17,12,2020,12890,55,220,1,Azuay,Sierra
18/12/2020,18,12,2020,12991,101,220,0,Azuay,Sierra
19/12/2020,19,12,2020,13062,71,220,0,Azuay,Sierra
20/12/2020,20,12,2020,13106,44,220,0,Azuay,Sierra
21/12/2020,21,12,2020,13113,7,220,0,Azuay,Sierra
22/12/2020,22,12,2020,13113,0,220,0,Azuay,Sierra
23/12/2020,23,12,2020,13212,99,221,1,Azuay,Sierra
24/12/2020,24,12,2020,13287,75,222,1,Azuay,Sierra
25/12/2020,25,12,2020,13327,40,222,0,Azuay,Sierra
26/12/2020,26,12,2020,13379,52,222,0,Azuay,Sierra
27/12/2020,27,12,2020,13391,12,222,0,Azuay,Sierra
28/12/2020,28,12,2020,13401,10,222,0,Azuay,Sierra
29/12/2020,29,12,2020,13474,73,222,0,Azuay,Sierra
30/12/2020,30,12,2020,13522,48,222,0,Azuay,Sierra
31/12/2020,31,12,2020,13557,35,222,0,Azuay,Sierra
1/1/2021,1,1,2021,13605,48,222,0,Azuay,Sierra
2/1/2021,2,1,2021,13741,136,222,0,Azuay,Sierra
3/1/2021,3,1,2021,13769,28,222,0,Azuay,Sierra
4/1/2021,4,1,2021,13802,33,222,0,Azuay,Sierra
5/1/2021,5,1,2021,13855,53,225,3,Azuay,Sierra
6/1/2021,6,1,2021,13913,58,225,0,Azuay,Sierra
7/1/2021,7,1,2021,14031,118,226,1,Azuay,Sierra
8/1/2021,8,1,2021,14064,33,226,0,Azuay,Sierra
9/1/2021,9,1,2021,14109,45,226,0,Azuay,Sierra
10/1/2021,10,1,2021,14164,55,226,0,Azuay,Sierra
11/1/2021,11,1,2021,14195,31,226,0,Azuay,Sierra
12/1/2021,12,1,2021,14242,47,226,0,Azuay,Sierra
13/1/2021,13,1,2021,14363,121,226,0,Azuay,Sierra
14/1/2021,14,1,2021,14455,92,226,0,Azuay,Sierra
15/1/2021,15,1,2021,14501,46,227,1,Azuay,Sierra
16/1/2021,16,1,2021,14681,180,228,1,Azuay,Sierra
17/1/2021,17,1,2021,14737,56,228,0,Azuay,Sierra
18/1/2021,18,1,2021,14763,26,228,0,Azuay,Sierra
19/1/2021,19,1,2021,14847,84,245,17,Azuay,Sierra
20/1/2021,20,1,2021,14996,149,245,0,Azuay,Sierra
21/1/2021,21,1,2021,15108,112,247,2,Azuay,Sierra
22/1/2021,22,1,2021,15161,53,249,2,Azuay,Sierra
23/1/2021,23,1,2021,15258,97,249,0,Azuay,Sierra
24/1/2021,24,1,2021,15337,79,249,0,Azuay,Sierra
25/1/2021,25,1,2021,15383,46,249,0,Azuay,Sierra
26/1/2021,26,1,2021,15415,32,251,2,Azuay,Sierra
27/1/2021,27,1,2021,15574,159,257,6,Azuay,Sierra
28/1/2021,28,1,2021,15658,84,261,4,Azuay,Sierra
29/1/2021,29,1,2021,15719,61,263,2,Azuay,Sierra
30/1/2021,30,1,2021,15826,107,267,4,Azuay,Sierra
31/1/2021,31,1,2021,15998,172,267,0,Azuay,Sierra
1/2/2021,1,2,2021,16025,27,267,0,Azuay,Sierra
2/2/2021,2,2,2021,16053,28,277,10,Azuay,Sierra
3/2/2021,3,2,2021,16096,43,278,1,Azuay,Sierra
4/2/2021,4,2,2021,16155,59,278,0,Azuay,Sierra
5/2/2021,5,2,2021,16213,58,279,1,Azuay,Sierra
6/2/2021,6,2,2021,16276,63,280,1,Azuay,Sierra
7/2/2021,7,2,2021,16335,59,280,0,Azuay,Sierra
8/2/2021,8,2,2021,16344,9,280,0,Azuay,Sierra
9/2/2021,9,2,2021,16432,88,289,9,Azuay,Sierra
10/2/2021,10,2,2021,16457,25,291,2,Azuay,Sierra
11/2/2021,11,2,2021,16521,64,293,2,Azuay,Sierra
12/2/2021,12,2,2021,16605,84,294,1,Azuay,Sierra
13/2/2021,13,2,2021,16660,55,297,3,Azuay,Sierra
14/2/2021,14,2,2021,16721,61,297,0,Azuay,Sierra
15/2/2021,15,2,2021,16750,29,297,0,Azuay,Sierra
16/2/2021,16,2,2021,16776,26,297,0,Azuay,Sierra
17/2/2021,17,2,2021,16785,9,297,0,Azuay,Sierra
18/2/2021,18,2,2021,16819,34,297,0,Azuay,Sierra
19/2/2021,19,2,2021,16888,69,297,0,Azuay,Sierra
20/2/2021,20,2,2021,16994,106,300,3,Azuay,Sierra
21/2/2021,21,2,2021,17065,71,300,0,Azuay,Sierra
22/2/2021,22,2,2021,17078,13,300,0,Azuay,Sierra
23/2/2021,23,2,2021,17100,22,301,1,Azuay,Sierra
24/2/2021,24,2,2021,17183,83,301,0,Azuay,Sierra
25/2/2021,25,2,2021,17206,23,304,3,Azuay,Sierra
26/2/2021,26,2,2021,17244,38,304,0,Azuay,Sierra
27/2/2021,27,2,2021,17321,77,305,1,Azuay,Sierra
28/2/2021,28,2,2021,17367,46,305,0,Azuay,Sierra
1/3/2021,1,3,2021,17422,55,305,0,Azuay,Sierra
2/3/2021,2,3,2021,17482,60,305,0,Azuay,Sierra
3/3/2021,3,3,2021,17598,116,312,7,Azuay,Sierra
4/3/2021,4,3,2021,17645,47,312,0,Azuay,Sierra
5/3/2021,5,3,2021,17687,42,316,4,Azuay,Sierra
6/3/2021,6,3,2021,17751,64,316,0,Azuay,Sierra
7/3/2021,7,3,2021,17786,35,316,0,Azuay,Sierra
8/3/2021,8,3,2021,17824,38,316,0,Azuay,Sierra
9/3/2021,9,3,2021,17837,13,316,0,Azuay,Sierra
10/3/2021,10,3,2021,17857,20,316,0,Azuay,Sierra
11/3/2021,11,3,2021,17911,54,316,0,Azuay,Sierra
12/3/2021,12,3,2021,18019,108,321,5,Azuay,Sierra
13/3/2021,13,3,2021,18083,64,321,0,Azuay,Sierra
14/3/2021,14,3,2021,18122,39,321,0,Azuay,Sierra
15/3/2021,15,3,2021,18131,9,321,0,Azuay,Sierra
16/3/2021,16,3,2021,18138,7,321,0,Azuay,Sierra
17/3/2021,17,3,2021,18199,61,321,0,Azuay,Sierra
18/3/2021,18,3,2021,18258,59,322,1,Azuay,Sierra
19/3/2021,19,3,2021,18312,54,322,0,Azuay,Sierra
20/3/2021,20,3,2021,18346,34,324,2,Azuay,Sierra
21/3/2021,21,3,2021,18403,57,324,0,Azuay,Sierra
22/3/2021,22,3,2021,18435,32,324,0,Azuay,Sierra
23/3/2021,23,3,2021,18456,21,324,0,Azuay,Sierra
24/3/2021,24,3,2021,18530,74,324,0,Azuay,Sierra
25/3/2021,25,3,2021,18560,30,325,1,Azuay,Sierra
26/3/2021,26,3,2021,18631,71,337,12,Azuay,Sierra
27/3/2021,27,3,2021,18667,36,337,0,Azuay,Sierra
28/3/2021,28,3,2021,18737,70,338,1,Azuay,Sierra
29/3/2021,29,3,2021,18767,30,338,0,Azuay,Sierra
30/3/2021,30,3,2021,18802,35,338,0,Azuay,Sierra
31/3/2021,31,3,2021,18879,77,338,0,Azuay,Sierra
1/4/2021,1,4,2021,18899,20,343,5,Azuay,Sierra
2/4/2021,2,4,2021,19023,124,344,1,Azuay,Sierra
3/4/2021,3,4,2021,19070,47,344,0,Azuay,Sierra
4/4/2021,4,4,2021,19122,52,344,0,Azuay,Sierra
5/4/2021,5,4,2021,19181,59,345,1,Azuay,Sierra
6/4/2021,6,4,2021,19199,18,345,0,Azuay,Sierra
7/4/2021,7,4,2021,19264,65,350,5,Azuay,Sierra
8/4/2021,8,4,2021,19341,77,352,2,Azuay,Sierra
9/4/2021,9,4,2021,19381,40,354,2,Azuay,Sierra
10/4/2021,10,4,2021,19499,118,355,1,Azuay,Sierra
11/4/2021,11,4,2021,19599,100,355,0,Azuay,Sierra
12/4/2021,12,4,2021,19610,11,355,0,Azuay,Sierra
13/4/2021,13,4,2021,19626,16,355,0,Azuay,Sierra
14/4/2021,14,4,2021,19666,40,356,1,Azuay,Sierra
15/4/2021,15,4,2021,19868,202,357,1,Azuay,Sierra
16/4/2021,16,4,2021,19935,67,358,1,Azuay,Sierra
17/4/2021,17,4,2021,20069,134,358,0,Azuay,Sierra
18/4/2021,18,4,2021,20141,72,358,0,Azuay,Sierra
19/4/2021,19,4,2021,20141,0,358,0,Azuay,Sierra
20/4/2021,20,4,2021,20166,25,360,2,Azuay,Sierra
21/4/2021,21,4,2021,20251,85,361,1,Azuay,Sierra
22/4/2021,22,4,2021,20378,127,366,5,Azuay,Sierra
23/4/2021,23,4,2021,20541,163,368,2,Azuay,Sierra
24/4/2021,24,4,2021,20656,115,372,4,Azuay,Sierra
25/4/2021,25,4,2021,20680,24,372,0,Azuay,Sierra
26/4/2021,26,4,2021,20724,44,372,0,Azuay,Sierra
27/4/2021,27,4,2021,20747,23,373,1,Azuay,Sierra
28/4/2021,28,4,2021,20869,122,383,10,Azuay,Sierra
29/4/2021,29,4,2021,21040,171,398,15,Azuay,Sierra
30/4/2021,30,4,2021,21093,53,405,7,Azuay,Sierra
1/5/2021,1,5,2021,21248,155,405,0,Azuay,Sierra
2/5/2021,2,5,2021,21312,64,405,0,Azuay,Sierra
3/5/2021,3,5,2021,21324,12,405,0,Azuay,Sierra
4/5/2021,4,5,2021,21377,53,410,5,Azuay,Sierra
5/5/2021,5,5,2021,21489,112,411,1,Azuay,Sierra
6/5/2021,6,5,2021,21602,113,418,7,Azuay,Sierra
7/5/2021,7,5,2021,21635,33,423,5,Azuay,Sierra
8/5/2021,8,5,2021,21752,117,430,7,Azuay,Sierra
9/5/2021,9,5,2021,21816,64,433,3,Azuay,Sierra
10/5/2021,10,5,2021,21840,24,434,1,Azuay,Sierra
11/5/2021,11,5,2021,21870,30,442,8,Azuay,Sierra
12/5/2021,12,5,2021,22000,130,449,7,Azuay,Sierra
13/5/2021,13,5,2021,22080,80,462,13,Azuay,Sierra
14/5/2021,14,5,2021,22127,47,465,3,Azuay,Sierra
15/5/2021,15,5,2021,22215,88,468,3,Azuay,Sierra
16/5/2021,16,5,2021,22278,63,468,0,Azuay,Sierra
17/5/2021,17,5,2021,22311,33,468,0,Azuay,Sierra
18/5/2021,18,5,2021,22337,26,469,1,Azuay,Sierra
