provincia,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022,29/01/2022,30/01/2022,31/01/2022,01/02/2022,02/02/2022,03/02/2022,04/02/2022,05/02/2022,06/02/2022,07/02/2022,08/02/2022,09/02/2022,10/02/2022,11/02/2022,12/02/2022,13/02/2022,14/02/2022,15/02/2022,16/02/2022,17/02/2022,18/02/2022,19/02/2022,20/02/2022,21/02/2022,22/02/2022,23/02/2022,24/02/2022,25/02/2022,26/02/2022,27/02/2022,28/02/2022,01/03/2022,02/03/2022,03/03/2022,04/03/2022,05/03/2022,06/03/2022,07/03/2022,08/03/2022,09/03/2022,10/03/2022,11/03/2022,12/03/2022,13/03/2022,14/03/2022,15/03/2022,16/03/2022,17/03/2022,18/03/2022,19/03/2022,20/03/2022,21/03/2022,22/03/2022,23/03/2022,24/03/2022,25/03/2022,26/03/2022,27/03/2022,28/03/2022
Loja,19084,19101,19121,19140,19194,19246,19276,19328,19465,19591,19773,19985,20113,20354,20695,20880,21087,21384,21760,22083,22430,22835,23190,23385,23960,24518,25194,25783,26212,26374,26436,26798,27251,27630,28145,28463,28691,28737,29301,29575,30166,30459,30719,30770,30815,30969,31226,31420,31585,31759,31819,31829,31938,32078,32177,32288,32357,32451,32464,32468,32476,32579,32624,32717,32742,32748,32810,32907,32963,33032,33067,33082,33085,33127,33150,33162,33170,33182,33188,33190,33193,33200,33218,33237,33255,33261,33266
